time_s,altitude_m,velocity_ms,velocity_kmh,vertical_velocity_ms,theta_deg,alpha_deg,fuel_kg,mass_kg,acceleration_ms2,mach_number
401,4906.29,641.453,2309.23,-176.027,-15.9274,1.14592,276.69,69723.3,-1.93179,2.13317
402,5096.78,644.594,2320.54,190.491,17.1887,1.14592,277.38,69722.6,3.14105,2.1807
403,4918.9,642.663,2313.59,-177.888,-16.0692,1.14592,278.07,69721.9,-1.93108,2.13756
404,5109.75,645.826,2324.97,190.855,17.1887,1.14592,278.76,69721.2,3.1625,2.18526
405,4932.3,643.894,2318.02,-177.447,-15.9968,1.14592,279.45,69720.5,-1.93156,2.14204
406,5123.52,647.043,2329.36,191.214,17.1887,1.14592,280.14,69719.9,3.14918,2.18979
407,4945.08,645.112,2322.4,-178.437,-16.0573,1.14592,280.83,69719.2,-1.9313,2.14646
408,5136.66,648.269,2333.77,191.577,17.1887,1.14592,281.52,69718.5,3.15741,2.19434
409,4958.13,646.338,2326.82,-178.526,-16.0343,1.14592,282.21,69717.8,-1.9315,2.15092
410,5150.07,649.49,2338.16,191.937,17.1887,1.14592,282.9,69717.1,3.15209,2.19888
411,4970.88,647.559,2331.21,-179.188,-16.0641,1.14592,283.59,69716.4,-1.93141,2.15535
412,5163.18,650.714,2342.57,192.299,17.1887,1.14592,284.28,69715.7,3.15534,2.20343
413,4983.7,648.782,2335.62,-179.481,-16.0599,1.14592,284.97,69715,-1.93151,2.15979
414,5176.36,651.935,2346.97,192.66,17.1887,1.14592,285.66,69714.3,3.15306,2.20797
415,4996.35,650.004,2340.01,-180.013,-16.0777,1.14592,286.35,69713.6,-1.93149,2.16423
416,5189.37,653.158,2351.37,193.021,17.1887,1.14592,287.04,69713,3.15435,2.21251
417,5008.98,651.227,2344.42,-180.386,-16.0809,1.14592,287.73,69712.3,-1.93154,2.20046
418,5073.59,654.795,2357.26,64.6095,5.66268,1.14592,288.42,69711.6,3.56788,2.21449
419,4880.12,654.696,2356.9,-193.476,-17.1887,1.14592,289.11,69710.9,-0.0989186,2.17644
420,5074.54,657.894,2368.42,194.421,17.1887,1.14592,289.8,69710.2,3.19855,2.22501
421,5196.31,655.84,2361.02,121.774,10.7006,1.14592,290.49,69709.5,-2.05446,2.2218
422,5002.75,654.97,2357.89,-193.557,-17.1887,1.14592,291.18,69708.8,-0.869946,2.21292
423,5197.41,658.684,2371.26,194.654,17.1887,1.14592,291.87,69708.1,3.71413,2.23147
424,5095.63,656.715,2364.17,-101.774,-8.91535,1.14592,292.56,69707.4,-1.96903,2.22167
425,4913.4,659.105,2372.78,-182.238,-16.051,1.14592,293.25,69706.7,2.39001,2.19208
426,5109.06,662.1,2383.56,195.664,17.1887,1.14592,293.94,69706.1,2.99533,2.2403
427,5254.29,660.038,2376.14,145.234,12.7113,1.14592,294.63,69705.4,-2.0628,2.23782
428,5059.59,658.841,2371.83,-194.701,-17.1887,1.14592,295.32,69704.7,-1.19658,2.22775
429,5235.28,662.565,2385.24,175.688,15.3767,1.14592,296.01,69704,3.72449,2.2458
430,5078.74,660.892,2379.21,-156.545,-13.7018,1.14592,296.7,69703.3,-1.6733,2.23528
431,5140.1,664.039,2390.54,61.3648,5.30235,1.14592,297.39,69702.6,3.14671,2.24783
432,4961.44,663.976,2390.31,-178.658,-15.6092,1.14592,298.08,69701.9,-0.0625691,2.20971
433,5158.52,666.89,2400.81,197.08,17.1887,1.14592,298.77,69701.2,2.91408,2.25806
434,5307.46,664.826,2393.37,148.938,12.9455,1.14592,299.46,69700.5,-2.06398,2.25572
435,5111.35,663.594,2388.94,-196.105,-17.1887,1.14592,300.15,69699.8,-1.23255,2.24543
436,5287.25,667.318,2402.35,175.892,15.2826,1.14592,300.84,69699.2,3.72464,2.26354
437,5120.91,665.663,2396.39,-166.337,-14.4706,1.14592,301.53,69698.5,-1.65532,2.25273
438,5228.13,668.931,2408.15,107.225,9.22393,1.14592,302.22,69697.8,3.26738,2.26715
439,5042.24,668.23,2405.63,-185.895,-16.1522,1.14592,302.91,69697.1,-0.70026,2.25895
440,5240.74,671.694,2418.1,198.499,17.1887,1.14592,303.6,69696.4,3.46358,2.27692
441,5319.4,669.655,2410.76,78.6585,6.74562,1.14592,304.29,69695.7,-2.03896,2.27248
442,5121.56,669.44,2409.98,-197.833,-17.1887,1.14592,304.98,69695,-0.215316,2.26553
443,5320.49,673.124,2423.25,198.922,17.1887,1.14592,305.67,69694.3,3.68474,2.28429
444,5261.44,671.136,2416.09,-59.0405,-5.04689,1.14592,306.36,69693.6,-1.98805,2.27568
445,5062.6,672.88,2422.37,-198.85,-17.1887,1.14592,307.05,69692.9,1.74344,2.27531
446,5262.51,676.49,2435.36,199.917,17.1887,1.14592,307.74,69692.3,3.61048,2.29387
447,5401.06,674.43,2427.95,138.552,11.855,1.14592,308.43,69691.6,-2.06,2.29129
448,5202.07,673.379,2424.16,-198.997,-17.1887,1.14592,309.12,69690.9,-1.05135,2.2814
449,5402.16,677.094,2437.54,200.095,17.1887,1.14592,309.81,69690.2,3.7153,2.30037
450,5261.51,675.14,2430.5,-140.647,-12.0241,1.14592,310.5,69689.5,-1.95445,2.28926
451,5196.26,678.032,2440.92,-65.2569,-5.52296,1.14592,311.19,69688.8,2.89245,2.29698
452,5209.18,679.75,2447.1,12.9241,1.08943,1.14592,311.88,69688.1,1.71831,2.30322
453,5194.88,680.334,2449.2,-14.3034,-1.20468,1.14592,312.57,69687.4,0.583997,2.30474
454,5232.58,681.295,2452.66,37.6995,3.17209,1.14592,313.26,69686.7,0.960593,2.3092
455,5210.4,681.529,2453.5,-22.1787,-1.86488,1.14592,313.95,69686,0.233865,2.30928
456,5241.96,682.605,2457.38,31.5634,2.65028,1.14592,314.64,69685.4,1.07626,2.31394
457,5225.06,682.925,2458.53,-16.9017,-1.41816,1.14592,315.33,69684.7,0.320032,2.31448
458,5253.11,683.925,2462.13,28.0482,2.3504,1.14592,316.02,69684,1.00023,2.31878
459,5239.25,684.295,2463.46,-13.8606,-1.16062,1.14592,316.71,69683.3,0.369649,2.31958
460,5265.17,685.252,2466.91,25.9182,2.16761,1.14592,317.4,69682.6,0.956474,2.32366
461,5252.93,685.652,2468.35,-12.2371,-1.02264,1.14592,318.09,69681.9,0.39998,2.32462
462,5277.96,686.584,2471.7,25.0317,2.08937,1.14592,318.78,69681.2,0.932947,2.32859
463,5266.11,686.998,2473.19,-11.8478,-0.988164,1.14592,319.47,69680.5,0.413026,2.32961
464,5291.4,687.924,2476.53,25.2876,2.10663,1.14592,320.16,69679.8,0.926885,2.33357
465,5278.8,688.335,2478,-12.6008,-1.04893,1.14592,320.85,69679.1,0.410264,2.33456
466,5305.5,689.272,2481.38,26.7001,2.22001,1.14592,321.54,69678.5,0.936853,2.3386
467,5290.96,689.663,2482.79,-14.5363,-1.20773,1.14592,322.23,69677.8,0.391604,2.33946
468,5320.39,690.626,2486.26,29.4247,2.44188,1.14592,322.92,69677.1,0.963305,2.34368
469,5302.56,690.981,2487.53,-17.8303,-1.47864,1.14592,323.61,69676.4,0.355042,2.34431
470,5336.32,691.99,2491.16,33.7638,2.79671,1.14592,324.3,69675.7,1.00861,2.34883
471,5313.55,692.287,2492.23,-22.769,-1.88477,1.14592,324.99,69675,0.296617,2.34909
472,5353.68,693.363,2496.11,40.1239,3.31747,1.14592,325.68,69674.3,1.07671,2.35406
473,5324.03,693.574,2496.87,-29.6523,-2.45031,1.14592,326.37,69673.6,0.21103,2.35381
474,5372.86,694.746,2501.09,48.8309,4.03041,1.14592,327.06,69672.9,1.17182,2.35938
475,5334.3,694.84,2501.43,-38.5549,-3.18083,1.14592,327.75,69672.2,0.0941991,2.35844
476,5393.98,696.136,2506.09,59.6793,4.91797,1.14592,328.44,69671.6,1.29516,2.3648
477,5345,696.085,2505.91,-48.9808,-4.03502,1.14592,329.13,69670.9,-0.050635,2.36302
478,5416.46,697.525,2511.09,71.4652,5.88059,1.14592,329.82,69670.2,1.44009,2.37026
479,5356.59,697.318,2510.35,-59.8754,-4.92579,1.14592,330.51,69669.5,-0.206792,2.36758
480,5439.36,698.91,2516.08,82.7683,6.80121,1.14592,331.2,69668.8,1.59199,2.37572
481,5368.93,698.555,2514.8,-70.4302,-5.78655,1.14592,331.89,69668.1,-0.355019,2.37219
482,5462.46,700.294,2521.06,93.5335,7.67554,1.14592,332.58,69667.4,1.73923,2.38119
483,5382,699.8,2519.28,-80.4598,-6.60222,1.14592,333.27,69666.7,-0.494777,2.37685
484,5485.37,701.679,2526.04,103.367,8.47129,1.14592,333.96,69666,1.8792,2.38666
485,5395.42,701.058,2523.81,-89.9432,-7.37116,1.14592,334.65,69665.3,-0.620957,2.38157
486,5508.59,703.069,2531.05,113.164,9.26244,1.14592,335.34,69664.7,2.01125,2.39216
487,5409.8,702.323,2528.36,-98.7871,-8.0859,1.14592,336.03,69664,-0.745726,2.38634
488,5530.36,704.458,2536.05,120.561,9.85412,1.14592,336.72,69663.3,2.13471,2.39761
489,5422.67,703.621,2533.03,-107.697,-8.80436,1.14592,337.41,69662.6,-0.837647,2.39118
490,5556.89,705.878,2541.16,134.225,10.9618,1.14592,338.1,69661.9,2.25711,2.40333
491,5443.56,704.865,2537.52,-113.336,-9.2528,1.14592,338.79,69661.2,-1.01221,2.3961
492,5561.63,707.206,2545.94,118.077,9.61127,1.14592,339.48,69660.5,2.34101,2.40802
493,5431.23,706.416,2543.1,-130.398,-10.6373,1.14592,340.17,69659.8,-0.790703,2.40096
494,5640.75,708.967,2552.28,209.514,17.1887,1.14592,340.86,69659.1,2.55172,2.41668
495,5596.81,706.971,2545.1,-43.9381,-3.56322,1.14592,341.55,69658.4,-1.99662,2.4084
496,5387.45,708.46,2550.46,-209.364,-17.1887,1.14592,342.24,69657.8,1.48889,2.40644
497,5597.87,712.046,2563.36,210.424,17.1887,1.14592,342.93,69657.1,3.58587,2.42572
498,5729.42,709.989,2555.96,131.553,10.678,1.14592,343.62,69656.4,-2.05692,2.42316
499,5519.86,709.143,2552.91,-209.566,-17.1887,1.14592,344.31,69655.7,-0.845811,2.41321
500,5730.52,712.838,2566.22,210.658,17.1887,1.14592,345,69655,3.69517,2.43292
501,5560.08,710.891,2559.21,-170.434,-13.8716,1.14592,345.69,69654.3,-1.94671,2.42051
502,5641.21,714.061,2570.62,81.1241,6.52344,1.14592,346.38,69653.6,3.16962,2.43406
503,5430.26,713.811,2569.72,-210.946,-17.1887,1.14592,347.07,69652.9,-0.249562,2.42607
504,5642.26,717.392,2582.61,212.004,17.1887,1.14592,347.76,69652.2,3.58043,2.44545
505,5777.32,715.334,2575.2,135.055,10.8828,1.14592,348.45,69651.5,-2.05798,2.44303
506,5566.18,714.457,2572.05,-211.137,-17.1887,1.14592,349.14,69650.9,-0.876601,2.43286
507,5778.41,718.152,2585.35,212.228,17.1887,1.14592,349.83,69650.2,3.69487,2.4527
508,5596.87,716.209,2578.35,-181.54,-14.6831,1.14592,350.52,69649.5,-1.94263,2.43987
509,5732.97,719.506,2590.22,136.103,10.9039,1.14592,351.21,69648.8,3.29614,2.45576
510,5520.63,718.556,2586.8,-212.348,-17.1887,1.14592,351.9,69648.1,-0.949535,2.44527
511,5734.05,722.179,2599.84,213.418,17.1887,1.14592,352.59,69647.4,3.62293,2.46492
512,5729.58,720.168,2592.6,-4.46249,-0.355034,1.14592,353.28,69646.7,-2.0114,2.4579
513,5516.48,721.127,2596.06,-213.107,-17.1887,1.14592,353.97,69646,0.959,2.45387
514,5730.65,724.726,2609.01,214.171,17.1887,1.14592,354.66,69645.3,3.59913,2.4735
515,5790.26,722.693,2601.69,59.6125,4.73152,1.14592,355.35,69644.6,-2.03311,2.46861
516,5576.65,722.818,2602.14,-213.607,-17.1887,1.14592,356.04,69644,0.125225,2.46169
517,5791.33,726.458,2615.25,214.683,17.1887,1.14592,356.73,69643.3,3.64005,2.48151
518,5727.45,724.467,2608.08,-63.8856,-5.05908,1.14592,357.42,69642.6,-1.99063,2.4725
519,5512.84,726.197,2614.31,-214.606,-17.1887,1.14592,358.11,69641.9,1.72986,2.471
520,5728.5,729.753,2627.11,215.657,17.1887,1.14592,358.8,69641.2,3.55596,2.49058
521,5907.76,727.681,2619.65,179.256,14.261,1.14592,359.49,69640.5,-2.07211,2.48974
522,5693.13,726.27,2614.57,-214.628,-17.1887,1.14592,360.18,69639.8,-1.41074,2.47747
523,5893.29,729.99,2627.96,200.158,15.914,1.14592,360.87,69639.1,3.7193,2.49714
524,5678.07,728.276,2621.79,-215.22,-17.1887,1.14592,361.56,69638.4,-1.71327,2.48379
525,5894.38,731.967,2635.08,216.311,17.1887,1.14592,362.25,69637.7,3.69057,2.50394
526,5691.34,730.032,2628.11,-203.033,-16.1478,1.14592,362.94,69637.1,-1.9353,2.49024
527,5908.12,733.55,2640.78,216.779,17.1887,1.14592,363.63,69636.4,3.51885,2.50984
528,5700.83,731.617,2633.82,-207.291,-16.4592,1.14592,364.32,69635.7,-1.93364,2.49598
529,5918.09,735.184,2646.66,217.262,17.1887,1.14592,365.01,69635,3.5669,2.51578
530,5714.84,733.248,2639.69,-203.252,-16.0928,1.14592,365.7,69634.3,-1.93575,2.50203
531,5932.57,736.755,2652.32,217.726,17.1887,1.14592,366.39,69633.6,3.50744,2.52167
532,5723.01,734.822,2645.36,-209.557,-16.5696,1.14592,367.08,69632.9,-1.93317,2.50769
533,5941.23,738.404,2658.25,218.213,17.1887,1.14592,367.77,69632.2,3.58163,2.52762
534,5738.4,736.467,2651.28,-202.829,-15.9864,1.14592,368.46,69631.5,-1.93649,2.51384
535,5957.07,739.955,2663.84,218.672,17.1887,1.14592,369.15,69630.8,3.48788,2.53349
536,5744.39,738.023,2656.88,-212.68,-16.7488,1.14592,369.84,69630.2,-1.93232,2.51936
537,5963.55,741.63,2669.87,219.167,17.1887,1.14592,370.53,69629.5,3.60717,2.53945
538,5762.33,739.692,2662.89,-201.221,-15.7853,1.14592,371.22,69628.8,-1.93776,2.5257
539,5981.95,743.146,2675.32,219.615,17.1887,1.14592,371.91,69628.1,3.45331,2.5453
540,5764.53,741.215,2668.37,-217.413,-17.0568,1.14592,372.6,69627.4,-1.93073,2.53097
541,5984.66,744.868,2681.52,220.123,17.1887,1.14592,373.29,69626.7,3.65292,2.55129
542,5787.31,742.928,2674.54,-197.347,-15.4046,1.14592,373.98,69626,-1.93999,2.53763
543,6007.86,746.318,2686.75,220.552,17.1887,1.14592,374.67,69625.3,3.39029,2.59682
544,5787.76,744.802,2681.29,-220.104,-17.1887,1.14592,375.36,69624.6,-1.51616,2.54405
545,6008.95,748.472,2694.5,221.189,17.1887,1.14592,376.05,69623.9,3.67007,2.60435
546,5788.21,746.944,2689,-220.737,-17.1887,1.14592,376.74,69623.3,-1.52756,2.55138
547,6010.03,750.599,2702.16,221.817,17.1887,1.14592,377.43,69622.6,3.65466,2.61179
548,5788.67,749.06,2696.62,-221.362,-17.1887,1.14592,378.12,69621.9,-1.53883,2.55862
549,6011.1,752.7,2709.72,222.438,17.1887,1.14592,378.81,69621.2,3.63941,2.61914
550,5789.12,751.15,2704.14,-221.98,-17.1887,1.14592,379.5,69620.5,-1.54998,2.56578
551,6012.17,754.774,2717.19,223.051,17.1887,1.14592,380.19,69619.8,3.62432,2.6264
552,5789.59,753.213,2711.57,-222.59,-17.1887,1.14592,380.88,69619.1,-1.561,2.57284
553,6013.24,756.822,2724.56,223.656,17.1887,1.14592,381.57,69618.4,3.60938,2.63357
554,5790.05,755.25,2718.9,-223.192,-17.1887,1.14592,382.26,69617.7,-1.5719,2.57982
555,6014.3,758.845,2731.84,224.254,17.1887,1.14592,382.95,69617,3.59461,2.64065
556,5790.52,757.262,2726.14,-223.786,-17.1887,1.14592,383.64,69616.4,-1.58268,2.58671
557,6015.36,760.842,2739.03,224.844,17.1887,1.14592,384.33,69615.7,3.58,2.64764
558,5790.99,759.249,2733.3,-224.373,-17.1887,1.14592,385.02,69615,-1.59333,2.59351
559,6016.42,762.815,2746.13,225.427,17.1887,1.14592,385.71,69614.3,3.56554,2.65454
560,5791.46,761.211,2740.36,-224.953,-17.1887,1.14592,386.4,69613.6,-1.60387,2.60023
561,6017.46,764.762,2753.14,226.003,17.1887,1.14592,387.09,69612.9,3.55124,2.66136
562,5791.94,763.148,2747.33,-225.526,-17.1887,1.14592,387.78,69612.2,-1.61428,2.60686
563,6018.51,766.685,2760.07,226.571,17.1887,1.14592,388.47,69611.5,3.53709,2.66809
564,5792.42,765.06,2754.22,-226.091,-17.1887,1.14592,389.16,69610.8,-1.62457,2.61341
565,6019.55,768.583,2766.9,227.132,17.1887,1.14592,389.85,69610.1,3.5231,2.67474
566,5792.9,766.949,2761.01,-226.649,-17.1887,1.14592,390.54,69609.5,-1.63474,2.61988
567,6020.59,770.458,2773.65,227.686,17.1887,1.14592,391.23,69608.8,3.50927,2.6813
568,5793.39,768.813,2767.73,-227.2,-17.1887,1.14592,391.92,69608.1,-1.6448,2.62627
569,6021.62,772.309,2780.31,228.233,17.1887,1.14592,392.61,69607.4,3.49558,2.68778
570,5793.88,770.654,2774.35,-227.744,-17.1887,1.14592,393.3,69606.7,-1.65473,2.63258
571,6022.65,774.136,2786.89,228.773,17.1887,1.14592,393.99,69606,3.48206,2.69418
572,5794.37,772.471,2780.9,-228.281,-17.1887,1.14592,394.68,69605.3,-1.66455,2.6388
573,6023.68,775.94,2793.38,229.306,17.1887,1.14592,395.37,69604.6,3.46868,2.7005
574,5794.86,774.266,2787.36,-228.811,-17.1887,1.14592,396.06,69603.9,-1.67425,2.64495
575,6024.7,777.721,2799.8,229.832,17.1887,1.14592,396.75,69603.2,3.45545,2.70674
576,5795.36,776.037,2793.73,-229.335,-17.1887,1.14592,397.44,69602.6,-1.68384,2.65102
577,6025.71,779.48,2806.13,230.352,17.1887,1.14592,398.13,69601.9,3.44238,2.7129
578,5795.86,777.787,2800.03,-229.852,-17.1887,1.14592,398.82,69601.2,-1.69331,2.65701
579,6026.73,781.216,2812.38,230.865,17.1887,1.14592,399.51,69600.5,3.42945,2.71898
580,5796.37,779.513,2806.25,-230.362,-17.1887,1.14592,400.2,69599.8,-1.70267,2.66293
581,6027.74,782.93,2818.55,231.372,17.1887,1.14592,400.89,69599.1,3.41667,2.72499
582,5796.87,781.218,2812.39,-230.866,-17.1887,1.14592,401.58,69598.4,-1.71191,2.66877
583,6028.74,784.622,2824.64,231.872,17.1887,1.14592,402.27,69597.7,3.40404,2.73092
584,5797.38,782.901,2818.44,-231.363,-17.1887,1.14592,402.96,69597,-1.72104,2.67454
585,6029.75,786.293,2830.65,232.365,17.1887,1.14592,403.65,69596.3,3.39156,2.73677
586,5797.89,784.563,2824.43,-231.854,-17.1887,1.14592,404.34,69595.7,-1.73006,2.68024
587,6030.74,787.942,2836.59,232.853,17.1887,1.14592,405.03,69595,3.37922,2.74255
588,5798.4,786.203,2830.33,-232.339,-17.1887,1.14592,405.72,69594.3,-1.73897,2.68586
589,6031.74,789.57,2842.45,233.334,17.1887,1.14592,406.41,69593.6,3.36703,2.74826
590,5798.92,787.822,2836.16,-232.817,-17.1887,1.14592,407.1,69592.9,-1.74777,2.69141
591,6032.73,791.177,2848.24,233.809,17.1887,1.14592,407.79,69592.2,3.35498,2.75389
592,5799.44,789.421,2841.91,-233.29,-17.1887,1.14592,408.48,69591.5,-1.75645,2.69689
593,6033.72,792.764,2853.95,234.278,17.1887,1.14592,409.17,69590.8,3.34307,2.75945
594,5799.96,790.999,2847.6,-233.756,-17.1887,1.14592,409.86,69590.1,-1.76503,2.7023
595,6034.7,794.33,2859.59,234.741,17.1887,1.14592,410.55,69589.4,3.3313,2.76494
596,5800.49,792.556,2853.2,-234.216,-17.1887,1.14592,411.24,69588.8,-1.77351,2.70765
597,6035.68,795.876,2865.15,235.197,17.1887,1.14592,411.93,69588.1,3.31968,2.77036
598,5801.01,794.094,2858.74,-234.671,-17.1887,1.14592,412.62,69587.4,-1.78187,2.71292
599,6036.66,797.402,2870.65,235.649,17.1887,1.14592,413.31,69586.7,3.30819,2.77572
600,5801.54,795.612,2864.2,-235.12,-17.1887,1.14592,414,69586,-1.79013,2.71813
